recipe_id,recipe_name,cooking_time,difficulty,sub_ingredients,Seasonings,main_ingredients
322,오징어도라지생채,30.0,1,"오이, 소금","고추장, 고춧가루, 간장, 식초, 물엿, 참기름, 깨소금","도라지, 오징어"
323,애호박무침,15.0,1,,"파, 다진마늘, 고춧가루, 간장, 새우젓국, 참기름, 깨소금","애호박, 식용유, 청피망, 홍피망"
324,양송이버섯죽,30.0,1,"호박, 실파, 당근, 깻잎, 양파","참기름, 물, 깨소금, 소금","찹쌀, 양송이버섯"
325,홍합미역국,20.0,2,물,"소금, 간장, 후춧가루","미역, 홍합, 참기름"
326,오징어덮밥,30.0,2,"양파, 피망, 실파, 식용유","물, 고추장, 두반장, 설탕, 깨소금, 소금, 후춧가루","밥, 오징어"
327,모듬채소볶음,20.0,1,식용유,"다진마늘, 간장, 굴소스, 소금, 후춧가루, 참기름","완두콩, 옥수수, 당근, 감자, 껍질콩"
328,대구탕,30.0,2,팽이버섯,"고춧가루, 고추장, 소금, 후춧가루, 미림","대구, 무, 콩나물, 홍고추, 청고추, 미나리"
329,불고기찹쌀구이,30.0,2,기름,"간장, 후춧가루, 참기름","쇠고기, 찹쌀가루, 겨자, 식초, 설탕"
330,고추부각,30.0,3,식용유,,"고추, 찹쌀가루, 소금, 설탕"
331,충무김밥,50.0,2,,"설탕, 식초, 까나리액젓, 참기름, 깨소금, 다진파, 다진마늘","김, 오징어, 무, 고춧가루, 밥"
332,기스면,30.0,2,당근,"대파, 생강, 맛술, 간장, 소금, 후춧가루","닭다리, 물, 소면, 중국부추"
333,감자수프,40.0,2,"계란노른자, 생크림","소금, 후춧가루","감자, 양파, 대파, 버터, 육수"
334,마늘빵,20.0,1,"버터, 마늘, 파슬리가루",,바게트
335,치킨수프,40.0,2,"당근, 실파, 계란, 표고버섯, 녹말","소금, 후춧가루, 참기름","닭살, 닭육수, 죽순"
336,계란찜,20.0,1,"시금치, 당근, 옥수수통조림","다진파, 소금, 후춧가루, 설탕, 물, 청정원맛선생",계란
337,콩나물비빔밥,40.0,2,당근,소금,"밥, 보리, 콩나물, 오이, 다진쇠고기"
338,인절미,60.0,1,콩,소금,찹쌀
339,상추채소무침,20.0,1,,"고춧가루, 설탕, 식초, 조림간장, 참기름, 깨소금","상추, 들깻잎, 쑥갓, 케일"
340,호박양파국,20.0,1,"대파, 홍고추","된장, 국멸치, 소금","호박, 양파, 두부"
341,꽁치구이,20.0,1,,"소금, 와사비, 레몬, 간장",꽁치
342,오징어젓갈,40.0,1,,"소금, 고춧가루, 다진마늘, 다진생강, 다진파",오징어
343,무생채,20.0,1,"다진파, 다진마늘","고춧가루, 식초, 설탕, 소금, 참기름, 깨소금",무
344,해물국시,60.0,2,"호박, 감자, 대파, 청고추","다시마, 간장, 소금, 참기름","새우, 바지락, 칼국수"
345,안심스테이크,40.0,2,"당근, 감자, 오이, 밀가루, 버터, 육수","우스터소스, 토마토페스트, 소금, 후춧가루, 레드와인",쇠고기
346,파래무침,20.0,1,당근,"간장, 설탕, 식초, 참기름, 깨소금",파래
347,단호박튀김,30.0,1,"계란, 밀가루, 튀김가루, 식용유",,단호박
348,해물스파게티,30.0,1,"양파, 샐러리, 양송이, 다진마늘, 버터, 밀가루, 올리브오일, 토마토","오레가노, 파마산치즈, 후춧가루, 소금","스파게티, 홍합, 오징어, 새우, 홀토마토"
349,월남쌈,30.0,2,"오이, 양파, 표고버섯, 키위, 파인애플, 당근","간장, 물, 청고추, 설탕, 깨소금, 다진홍고추, 식초, 소금","라이스페이퍼, 쌀국수, 오징어"
350,무나물,20.0,1,식용유,"소금, 깨소금, 참기름",무
351,고등어된장조림,40.0,2,"무, 대파, 다시마국물","설탕, 술, 간장, 미림, 된장",고등어
352,두부두루치기,20.0,1,"양파, 대파, 홍고추, 풋고추","다진파, 다진마늘, 고춧가루, 간장, 참기름, 깨소금","두부, 양배추"
353,고구마그라탱,30.0,1,"생크림, 모짜렐라치즈","소금, 치즈가루, 파슬리가루",고구마
354,시금치된장죽,30.0,1,쇠고기,"일본된장, 다시마, 참기름, 가쓰오브시","쌀, 시금치"
355,제육겨자쌈,60.0,2,"양파, 당근, 깻잎, 대파","양겨자, 설탕, 소금, 식초, 통후추",돼지고기
356,그린파스타,30.0,1,"양파, 생크림, 계란노른자, 올리브오일","마늘, 소금, 흰후추, 바질, 오레가노","페투치네, 베이컨"
357,삼색태극말이초밥,30.0,2,"계란노른자, 오보로","파슬리, 식초, 설탕, 소금","김, 밥"
358,캘리포니아롤,60.0,2,"게살, 오이, 아보카도, 계란, 박고지, 날치알, 단무지, 초생강","통깨, 식초, 설탕, 소금","김, 밥"
359,오곡주먹밥,30.0,1,"팥, 수수, 쇠고기, 김, 미나리, 조, 콩","간장, 참기름, 후춧가루, 깨소금","찹쌀, 쌀"
360,무초김치,30.0,1,"미나리, 배, 당근, 생강","소금, 설탕, 식초",무
361,화전,30.0,1,"대추, 쑥갓, 식용유","소금, 설탕, 물",찹쌀가루
362,만두샐러드,30.0,1,"오이, 양파, 올리브, 토마토","머스터드, 꿀, 식초, 마요네즈","냉동만두, 양상추"
363,콩나물미나리무침,20.0,1,,"고춧가루, 소금, 참기름, 깨소금, 다진파, 다진마늘","콩나물, 미나리"
364,돈부리,30.0,2,"양파, 미나리, 팽이버섯, 계란","가쓰오브시국물, 간장, 설탕, 미림","밥, 쇠고기"
365,연어알초밥,30.0,1,"와사비, 김","식초, 설탕, 소금","연어알, 밥"
366,깐풍새우,40.0,2,"녹말, 계란, 식용유, 양파, 마늘, 청고추, 홍고추, 대파, 생강","간장, 식초, 육수, 후춧가루, 참기름",새우
367,해산물두부수프,30.0,1,"두부, 전분, 육수, 계란흰자","소금, 정종, 참기름","게살, 새우, 흰살생선, 오징어, 미원"
368,채소스프,30.0,1,"쇠고기스톡, 버터","토마토페이스트, 파슬리가루","당근, 양파, 샐러리, 피망, 무"
369,샤브샤브,30.0,1,"배추, 당근, 무, 팽이버섯, 표고버섯, 두부, 대파, 가래떡, 죽순, 쑥갓","다시마, 국물용멸치",쇠고기
370,소바정식,20.0,1,"김, 대파","와사비, 진간장, 조미술, 가쓰오브시국물, 설탕",메밀국수
371,쇠고기버섯덮밥,30.0,1,"느타리버섯, 표고버섯, 팽이버섯, 실파, 계란","다시마국물, 간장, 설탕, 미림",쇠고기
372,꽃게해물탕,30.0,2,"애호박, 무, 팽이버섯, 홍고추, 대파, 청고추","고추장, 고춧가루, 마늘, 국간장, 생강, 소금, 후춧가루","꽃게, 바지락, 맛살조개, 오징어"
373,해초무침,20.0,1,"오징어, 새우","간장, 식용유, 식초, 양파, 당근, 사과, 마늘, 레몬, 흰후춧가루","해초, 미역"
374,모듬전,30.0,1,"부추, 물, 식용유, 쇠고기, 두부, 표고버섯, 계란","소금, 간장, 설탕, 다진파, 다진마늘, 참기름","감자, 양파, 밀가루, 깻잎"
375,장어덮밥,30.0,1,초생강,"산초가루, 장어대리, 진간장, 정종, 설탕, 미림, 장어뼈","장어, 밥"
376,장어계란말이,30.0,1,식용유,"소금, 설탕, 미림, 다시마","장어, 계란"
377,토마토해산물스파게티,30.0,1,"양파, 당근, 샐러리, 소금","마늘, 토마토페이스트, 육수, 월계수잎, 후춧가루, 올리브오일, 파마산치즈, 바질","오징어, 새우, 홍합, 모시조개, 동태살, 꼴뚜기, 스파게티, 토마토"
378,돈까스덮밥,30.0,1,"밀가루, 우유, 빵가루, 계란","정종, 샐러리, 돈까스소스, 우스터소스, 토마토케첩, 버터, 꿀, 미림, 사과, 양파, 바나나, 타바스코, 겨자, 마늘","돼지고기, 밥"
379,볶음우동,30.0,1,"양배추, 양파, 숙주나물, 표고버섯, 피망, 팽이버섯, 햄, 죽순, 대파, 식용유","마늘, 굴소스, 핫소스, 간장, 청주, 참기름, 토마토케첩, 설탕, 후춧가루",우동면
380,오징어삼겹살볶음,30.0,1,"옥수수통조림, 양파, 실파, 청고추, 홍고추","고추장, 미림, 설탕, 다진마늘, 다진생강, 물엿, 참기름","오징어, 돼지고기"
381,채소영양밥,50.0,1,물,소금,"쌀, 대추, 밤, 은행, 느타리버섯, 스위트콘"
382,마파두부덮밥,30.0,2,"청고추, 대파, 녹말물, 홍고추, 참기름","다진마늘, 다진생강, 두반장, 고추기름, 간장, 맛술, 설탕","밥, 두부, 돼지고기"
383,순두부,50.0,2,"물, 간수",소금,흰콩
384,우묵냉채,20.0,1,"오이, 다시마, 멸치","간장, 참기름, 깨소금, 고춧가루, 설탕, 다진마늘, 다진파",우묵
385,버섯매운탕,60.0,2,"양파, 감자, 호박, 쑥갓","국간장, 고춧가루, 마늘, 소금, 후춧가루","표고버섯, 느타리버섯, 송이버섯, 쇠고기, 칼국수"
386,동래파전,30.0,1,"계란, 쇠고기, 굴, 홍합, 조갯살, 잔새우","다진마늘, 식용유, 다진파, 소금, 후춧가루, 깨소금, 참기름, 고춧가루, 식초, 설탕","밀가루, 쌀가루, 실파"
387,조기찜,30.0,1,"무, 감자, 양파, 물, 청고추, 홍고추","대파, 마늘, 고추장, 고춧가루, 참기름, 생강즙, 소금, 후춧가루",조기
388,양상추참치샐러드,20.0,1,적채,"마요네즈, 설탕, 소금, 머스터드, 토마토케첩","참치, 양파, 당근, 오이, 양상추"
389,라조육,30.0,1,"표고버섯, 피망, 대파, 녹말, 홍고추, 계란","마늘, 생강즙, 고추기름, 간장, 청주, 육수, 참기름, 다진파, 소금",돼지고기
390,김치홍합국,30.0,1,"대파, 홍고추","멸치, 물, 마늘, 고춧가루, 소금","김치, 홍합"
391,가지튀김,30.0,1,"밀가루, 계란, 빵가루","소금, 간장, 설탕, 맛술, 깨소금, 머스터드, 마요네즈, 후춧가루, 참기름","가지, 돼지고기"
392,골뱅이볶음,30.0,1,"표고버섯, 양파, 청피망, 홍피망, 녹말","마늘, 대파, 진간장, 깨소금, 참기름, 설탕",골뱅이
393,닭가슴살해파리샐러드,30.0,1,"오이, 홍고추, 레몬, 청고추","식초, 참기름, 간장, 설탕, 꿀, 소금","닭, 해파리"
394,어묵볶음,30.0,1,"양파, 피망, 식용유, 김치","마늘, 고춧가루, 간장, 설탕, 참기름, 깨소금",어묵
395,오징어섞어찌개,30.0,1,"대파, 홍고추, 쑥갓, 청고추, 양파, 호박","다진마늘, 생강, 간장, 고춧가루, 소금, 후춧가루, 다진파, 맛술","오징어, 두부, 모시조개, 김치"
396,떡꼬치,30.0,1,브로콜리,"마늘, 고추장, 고춧가루, 설탕, 간장, 후춧가루, 깨소금, 물, 참기름","가래떡, 쇠고기"
397,연어오픈샌드위치,30.0,1,"상추, 체리알, 사워크림","머스터드, 땅콩버터","바게트, 훈제연어"
398,참치김치찌개,30.0,1,"양파, 대파, 홍고추, 팽이버섯, 두부, 청고추","고춧가루, 소금, 참기름","김치, 참치"
399,오징어볶음과소면,30.0,1,"양파, 홍고추, 양배추, 당근","고추장, 고춧가루, 간장, 설탕, 다진파, 다진마늘, 깨소금, 후춧가루, 참기름",오징어
400,부추잡채,30.0,1,"양파, 청고추, 홍고추","다진마늘, 다진생강, 청정원굴소스, 소금, 참기름, 깨소금, 식용유","부추, 돼지고기"
401,쟁반라면,40.0,1,"계란, 꽃상추, 깻잎, 치커리, 양파","고추장, 간장, 식초, 설탕, 깨소금, 후춧가루, 마늘, 겨자","라면, 쇠고기"
402,불고기꽃만두,30.0,1,"양파, 튀김기름, 계란, 치자","간장, 설탕, 참기름, 깨소금, 후춧가루, 마늘, 피망, 케첩","밀가루, 쇠고기"
403,해물샤브샤브,30.0,1,"당근, 팽이버섯, 표고버섯, 미나리, 곤약","다시마, 가쓰오브시, 소금, 청주, 폰즈소스, 와사비소스, 깨소스","새우, 맛조개, 낙지"
404,간장게장,60.0,2,"간장, 물, 생강, 마늘","청고추, 다진파, 채썬마늘, 채썬생강, 고춧가루, 참기름, 깨소금, 설탕",꽃게
405,녹두죽,60.0,1,물,"소금, 설탕","녹두, 쌀"
406,돼지불고기,30.0,1,,"고추장, 고춧가루, 간장, 미림, 다진파, 다진마늘, 설탕, 물엿, 깨소금, 참기름, 후춧가루",돼지고기
407,단호박구이,30.0,1,,"황설탕, 버터, 소금, 후춧가루",단호박
408,라조기,40.0,1,"계란, 녹말, 튀김가루, 표고버섯, 피망","간장, 마늘, 대파, 마른고추, 고춧기름, 청주, 육수, 참기름",닭
409,양파쌈파이,30.0,1,식용유,"설탕, 계핏가루, 물","양파, 만두피"
410,미역수제비,40.0,1,,"마늘, 대파, 생강, 소금, 후춧가루, 국간장, 설탕, 다진파, 다진마늘, 깨소금","닭고기, 미역, 밀가루"
411,맑은대구탕,40.0,1,"두부, 홍고추, 팽이버섯, 청고추","다시마, 가쓰오브시, 미나리, 마늘, 소금",생대구
412,브로콜리베이컨말이,30.0,2,채소,"케첩, 머스타드","브로콜리, 베이컨"
413,쇠고기덮밥,30.0,1,"양파, 대파, 표고버섯","다진마늘, 간장, 맛술, 설탕, 소금, 참기름, 후춧가루, 깨소금","쇠고기, 밥"
414,고등어튀김케첩조림,30.0,1,"피망, 양파, 실파, 녹말","생강, 토마토케찹, 육수, 설탕, 간장, 마늘",고등어
415,생굴채소무침,30.0,2,"생밤, 오이, 청고추, 홍고추, 실파, 배, 마늘, 파슬리",양념,"굴, 배추"
416,생선전,30.0,1,"계란, 쑥갓, 밀가루, 식용유","소금, 후춧가루",대구살
417,통마늘장아찌,40.0,1,"식초, 멸치","설탕, [절임간장] 진간장, 식초",통마늘
418,북어해장국밥,30.0,2,홍고추,"멸치다시물, 다진마늘, 다진파, 국간장, 소금, 후춧가루","콩나물, 북어"
419,봄동겉절이,30.0,1,영양부추,"고춧가루, 까나리액젓, 새우젓, 다진마늘, 다진파, 다진생강, 참기름, 깨소금",봄동
420,양파전,30.0,1,"다진쇠고기, 두부, 밀가루, 계란, 홍고추","다진파, 다진마늘, 깨소금, 소금, 참기름, 후춧가루",양파
421,꽃상추쌈,30.0,1,"다진쇠고기, 다진양파","간장, 설탕, 다진파, 다진마늘, 깨소금, 참기름, 고추장","상추, 밥"
422,돼지고기우엉말이조림,30.0,1,,"간장, 다시물, 고춧가루, 정종, 설탕, 생강즙","우엉, 돼지고기"
423,다시마채소말이,30.0,1,"게맛살, 홍피망, 파프리카, 오이",초고추장,"쌈다시마, 오징어"
424,무말랭이무침,20.0,1,,"다진파, 다진마늘, 간장, 고추장, 깨소금, 멸치액젓, 고춧가루, 설탕",무말랭이
425,낙지불고기,40.0,1,"당근, 양파, 홍고추, 콩나물, 애호박, 팽이버섯, 쑥갓","간장, 설탕, 다진파, 다진마늘, 고춧가루, 고추장, 생강즙, 깨소금, 후춧가루, 육수","쇠고기, 낙지"
426,돌솥비빔밥,30.0,1,"도라지, 숙주, 상추, 계란후라이","다진파, 다진마늘, 깨소금, 후춧가루, 참기름, 설탕, 고추장","애호박, 취나물, 시금치, 고사리, 육회"
427,고등어양념구이,30.0,1,"대파, 양파, 실파, 홍고추, 청고추","간장, 굵은고춧가루, 고운고춧가루, 정종, 생강, 마늘, 참기름, 깨소금, 물엿",고등어
428,고등어조림,30.0,1,"무, 애호박, 당근, 대파, 양파, 홍고추, 풋고추, 팽이버섯","간장, 굵은고춧가루, 고운고춧가루, 설탕, 물엿, 생강, 마늘, 정종, 된장, 후춧가루, 소금",고등어
429,갈치구이,15.0,1,밀가루,"소금, 후춧가루, 레몬",갈치
430,갈치조림,30.0,1,"무, 애호박, 당근, 대파, 양파, 홍고추, 청고추","굵은고춧가루, 고운고춧가루, 설탕, 다진생강, 다진마늘, 정종, 된장, 후춧가루, 소금, 간장, 물엿",갈치
431,새우겨자채,30.0,1,"석이버섯, 팽이버섯, 오이, 당근, 양상추, 부추, 무순, 배","겨자, 식초, 설탕, 소금",새우
432,치즈멸치볼,20.0,1,"식용유, 치즈","간장, 설탕, 깨소금","밥, 잔멸치"
433,채소치즈죽,20.0,1,"청피망, 홍피망","파슬리가루, 소금, 후춧가루","햄, 양파, 밥, 치즈"
434,수삼치즈샐러드,20.0,1,"양상추, 무,래디쉬, 적채, 치커리",마요네즈,"수삼, 크림치즈"
435,마늘볶음국수,30.0,1,"양파, 청고추, 홍고추, 숙주","간생강, 굴소스, 간장, 맛술, 버터","우동면, 간마늘"
436,쌀국수,30.0,1,"숙주, 대파","청고추, 피시소스, 고수잎, 소금","쌀국수, 쇠고기, [쇠고기육수] 쇠뼈, 쇠꼬리, 양파, 생강, 팔각, 정향, 통계피"
437,깻잎조림,15.0,1,"청고추, 홍고추","간장, 물, 조청, 들기름",깻잎
438,얼갈이열무물김치,60.0,2,"청고추, 홍고추, 쪽파, 양파, 미나리","굵은소금, 물, 꽃소금, 설탕, 밀가루, 마늘, 생강, 정종","열무, 얼갈이배추"
439,간장,5.0,3,"마른고추, 숯",,"메주콩, 소금, 물"
440,된장,30.0,3,소금,,메주
441,고추장,90.0,3,"메주콩, 멥쌀",,"찹쌀가루, 고춧가루, 소금, 엿기름"
442,고구마강정,60.0,2,튀김기름,시럽,"고구마, 건포도, 호박씨"
443,근대된장국,30.0,1,"쇠고기, 멸치","다진마늘, 대파, 고춧가루, 된장, 고추장",근대
444,된장찌개,30.0,1,"표고버섯, 애호박, 청고추, 홍고추, 대파","멸치, 다시마, 고춧가루, 다진마늘, 참기름","두부, 순창콩된장"
445,깻잎말이김치,30.0,1,"홍고추, 청고추, 다진마늘, 대추, 대파, 양파, 다진생강, 멸치, 멸치액젓, 설탕, 물",,"깻잎, 밤"
446,붉은갓동치미,30.0,1,"굵은소금, 삭힌고추, 물, 고운소금, 배, 양파, 마늘, 생강",,"무, 붉은갓"
447,파프리카볶음밥,50.0,1,"감자, 호박, 피망, 양파, 당근, 올리브오일","소금, 후춧가루","파프리카, 찬밥"
448,돼지갈비레몬찜,60.0,1,레몬,"다진마늘, 저민마늘, 마른고추, 화이트와인, 물, 소금, 후춧가루, 올리브오일",돼지갈비
449,시금치계란말이,30.0,1,"게맛살, 올리브오일",소금,"시금치, 계란"
450,낙지연포탕,30.0,1,"배추, 대파, 소금","참기름, 다진마늘, 청고추, 홍고추, 소금","낙지, 모시조개"
451,새우죽,30.0,1,물,"소금, 참기름","쌀, 새우"
452,전복죽,30.0,1,"물, 실파, 김","참기름, 소금, 깨소금","전복, 쌀"
453,죽순회와미나리강회,20.0,1,"계란, 홍고추, 쌀뜨물","[초고추장] 고추장, 설탕, 식초","죽순, 미나리"
454,시금치나물,20.0,1,"대파, 홍고추","물, 소금, 멸치액젓, 통깨, 참기름",시금치
455,녹차콩국수,30.0,2,"오이, 방울토마토, 육수",소금,"메주콩, 녹차국수, 물"
456,우무콩냉국,20.0,1,오이,"깨, 잣, 생수, 소금","우무, 콩"
457,모듬콩수프,20.0,1,"깨, 잣, 호두, 식빵","버터, 후춧가루, 소금",콩
458,서리태콩국수,30.0,1,"오이, 토마토, 참깨",소금,"서리태콩, 소면"
459,대대로닭칼국수,30.0,1,"닭발, 통파, 오이","생강, 소금","날콩가루, 밀가루, 닭"
460,전어회무침,30.0,1,"무, 미나리, 콩가루, 양파","청고추, 고춧가루, 식초, 고추장, 다진마늘, 설탕, 전어젓갈, 통깨",전어
461,왕새우구이와구운채소,40.0,2,"아스파라거스, 새송이버섯, 느타리버섯, 애호박, 가지, 감자, 마늘","타임, 바질, 버터, 소금, 와사비, 샐러드오일, 통후추",대하
462,소꼬리찜,60.0,1,"사골, 대추, 밤","마늘, 청양고추, 대파",소꼬리
463,삼색나물월남쌈,30.0,2,"당근, 깻잎, 양파, 오이",소스,"시금치나물, 도라지나물, 고사리나물, 고기산적, 라이스페이퍼"
464,토란닭고기찜,30.0,2,"표고버섯, 우엉, 당근","간장, 맛술, 설탕, 생강즙, 청주, 식용유","토란탕, 닭고기"
465,녹두고물호박떡케이크,70.0,3,"물, 설탕",소금,"멥쌀가루, 단호박, 녹두"
466,크림소스파스타,60.0,2,"양파, 베이컨, 버터","후춧가루, 소금, 다진마늘","파스타, 생크림, 우유"
467,상추미소국,20.0,1,"두부, 실파","다시마, 가다랑이포","상추, 미소된장"
468,가지김치,30.0,1,,"다진파, 다진마늘, 다진생강, 액젓, 설탕, 소금","가지, 부추, 고춧가루"
469,버섯잡채,30.0,1,"식용유, 청피망, 홍피망","간장, 설탕, 다진마늘, 참기름, 소금, 후춧가루","느타리버섯, 표고버섯, 팽이버섯"
470,부추올리브오일무침,20.0,1,,"[양념장] 다진파, 다진마늘, 간장, 식초, 고춧가루, 설탕, 통깨","부추, 올리브오일"
471,바베큐립,60.0,2,"샐러리, 양파, 마늘","바베큐소스, 레드와인, 올리브오일, 소금, 후춧가루",돼지등갈비
472,무쌈말이,30.0,1,"비트, 오이, 게맛살, 파프리카, 네모난햄, 무순, 계란","땅콩버터, 꿀, 설탕, 식초, 깨소금, 레몬즙",절임무
473,치킨샐러드,30.0,1,"양상추, 겨자잎, 양파, 당근, 오이, 오렌지, 마른고추","허니머스터드, 레몬즙, 설탕, 소금, 청주, 다진마늘",닭가슴살
474,된장채소수제비,30.0,1,"대파, 양파, 청고추, 홍고추, 물, 된장","국물용멸치, 물, 다진마늘, 참기름, 국간장, 소금, 후춧가루","표고버섯, 감자, 밀가루"
475,고추장닭강정,40.0,2,"우유, 맛술, 소금, 후춧가루, 호두, 계란, 녹말가루, 튀김가루, 카레가루","고추장, 토마토케첩, 물엿, 꿀, 물, 식초, 다진마늘, 고추기름, 맛술",닭
476,참치죽,30.0,1,"당근, 감자, 표고버섯, 실파, 물, 다시마, 애호박","참기름, 국간장, 깨소금","참치통조림, 불린쌀"
477,두부파프리카전,30.0,1,"포도씨유, 칵테일새우, 간장, 식초","소금, 후춧가루","두부, 파프리카"
478,고추잡채와꽃빵,30.0,1,"오이, 당근, 새우, 포도씨유, 새송이버섯","후춧가루, 굴소스, 청주, 참기름","청고추, 홍고추, 꽃빵"
479,해물찌개,30.0,2,"양파, 무, 홍고추, 대파, 미나리, 다시마, 청고추","간장, 고춧가루, 다진마늘, 다진생강, 고추장, 소금, 후춧가루","쭈꾸미, 오징어, 새우, 모시조개, 홍합"
480,돼지고기김치찌개,30.0,2,"청정원국선생, 표고버섯, 대파, 청고추, 식용유","후춧가루, 맛술","신김치, 돼지고기안심"
481,두부조림,30.0,1,"청고추, 홍고추","다진마늘, 굴소스, 물, 참기름, 소금",두부
482,오코노미야키,30.0,2,"양배추, 새우, 실파, 베이컨, 팽이버섯, 양파","굴소스, 가쯔오브시, 마요네즈, 소금, 후춧가루","밀가루, 다시물, 계란"
483,해물볶음밥,30.0,2,"파프리카, 팽이버섯, 날치알","청주, 소금, 후춧가루, 굴소스, 참기름","새우, 오징어, 바지락, 밥"
484,새송이쌈장구이,30.0,2,"올리브오일, 양파, 표고버섯, 피망, 마늘","청정원순창쌈장, 물, 쪽파, 다진마늘, 간장, 청주, 설탕, 홍고추, 참기름, 청고추",새송이버섯
485,해물매운탕,60.0,2,"무, 양파, 청고추, 다시마, 미나리, 쑥갓, 홍고추","고춧가루, 국간장, 맛술, 다진마늘, 다진생강, 후춧가루, 소금, 참기름","대하, 오징어, 미더덕, 바지락, 꽃게"
486,해물순두부찌개,30.0,2,"계란, 다시마, 멸치, 양파","청정원어장, 고춧가루, 깨소금, 참기름","두부, 미더덕, 바지락, 잔새우"
487,김치우동,30.0,1,"새우, 쑥갓, 김","[육수] 시판용장국, 물, 고춧가루, 국간장, 소금, 후춧가루, 맛술, 설탕, 식초, 참기름","우동면, 김치"
488,쫄면,40.0,2,"오이, 파프리카, 깻잎, 새싹채소","고추장, 식초, 설탕, 간장, 참기름, 다진마늘, 물엿",쫄면
489,발효초요구르트,10.0,1,"초콜릿, 과일통조림, 꿀",,"플레인요구르트, 발효초"
490,채소피클,20.0,1,"브로콜리, 양배추","물, 발효초, 설탕, 소금, 통후추, 식초","미니파프리카, 오이, 당근"
491,떡만두국,30.0,2,"계란, 구운김, 대파, 만두피","다진마늘, 청정원맛선생, 국간장, 참기름","떡국떡, 만두피, 다진돼지고기, 배추김치, 숙주, 두부, 파"
492,꽁치김치찌개,60.0,2,"무, 대파, 마늘, 김칫국물",간장,"김치, 꽁치"
493,미소된장국,30.0,1,"팽이버섯, 실파","미소, 다시마, 간장",두부
494,비빔냉면,50.0,2,"무, [배합초] 소금, 설탕, 식초, 물","[비빔양념] 간장, 고추장, 다진마늘, 다진파, 식초, 설탕, 물엿, 육수, 깨소금","냉면, 계란, 방울토마토, 샐러드채소"
495,메기매운탕,60.0,2,"무, 대파, 마늘, 생강, 쑥갓","고춧가루, 고추장, 식용유, 소금, 후춧가루, 물",메기
496,잉어찜,30.0,2,,"콩나물, 미나리, 계란, [양념장] 고춧가루, 고추장, 다진마늘, 된장, 물엿, 생강, 후춧가루, 참기름","잉어, 홍고추"
497,송어샐러드,30.0,1,"양상추, 무순, 파슬리, 오이, 토마토, 파인애플",,송어
498,까르보나라 (한국식),30.0,1,"양파, 계란노른자, 우유, 이태리파슬리, 후추, 소금, 그라나 빠다노",,"돼지 볼살, 스파게티, 생크림"
499,쌀샐러드,40.0,1,"올리브오일, 양파, 당근, 샐러리, 화이트와인, 완두콩, 닭 육수, 이태리고추, 사라다나, 트레비소, 마늘, 로즈마리, 이태리파슬리, 토마토, 파프리카, 차이브, 소금, 후춧가루",,"쌀, 낙지"
500,시금치배미음죽,40.0,1,,,"멥쌀, 찹쌀, 시금치, 배, 물(쇠고기육수)"
501,시금치표고된장무른밥,50.0,1,,,"시금치, 표고버섯, 감자, 아기된장소스, 양파, 당근, 멥쌀, 찹쌀"
502,한우토마토스튜,30.0,1,"양송이버섯, 홍피망, 청피망 각각, 당근, 감자, 양파","토마토페이스트, 바질, 월계수 잎, 물, 다진 마늘, 칠리, 후추, 식용유, 소금","토마토, 쇠고기(안심 또는 등심)"
503,흑임자삼계죽,20.0,1,"잣, 통후추, 대추, 양파, 대파, 인삼, 땅콩, 볶은 흑임자(검은깨), 참쌀",소금,닭
504,시래기돼지갈비찜,30.0,1,다시마 우린 물,"다진생강, 소금, 후추, 다진마늘, 다진양파, 다진파, 사과즙, 배즙, 청주, 간장, 고추장, 고춧가루","돼지갈비, 시래기"
505,보쌈김치,30.0,1,,"생강, 소금, 새우젓, 고춧가루, 마늘","절인 배추, 잣, 대추, 굴, 낙지다리, 밤, 배, 미나리, 실파, 갓, 무"
506,감동젓무김치,30.0,1,,"소급, 다진생각, 다진마늘, 감동젓, 고춧가루, 설탕","밤, 북어, 낙지, 생굴, 실파, 미나리, 절인 배추, 무, 배"
507,단호박옥수수치즈구이,30.0,1,,,"슈레드 치즈(모짜렐라치즈), 슬라이스치즈, 전분, 찐옥수수 알갱이, 무지개고추, 파프리카, 단호박"
508,시금치들깨수제비,30.0,2,"육수용 물, 육수용 무, 국물용 다시마, 국물용멸치, 육수용 대파",,"올리브유, 들깨가루, 밀가루, 찹쌀가루, 소금, 시금치"
509,바질페스토 스파게티,30.0,1,,"바질, 잣, 다진마늘, 올리브오일, 파마르산치즈, 소금, 후추","스파게티면, 올리브오일, 새우, 화이트와인, 다진마늘, 소금, 후추"
510,가지말이구이,30.0,1,,,"버터, 가지, 소고기, 무순, 당근, 버섯, 사과, 소금"
511,돛나물 부추 오이무침,10.0,1,,"양파, 다진마늘, 액젓, 매실액, 고추가루","돛나물, 부추, 오이"
512,오이동치미,60.0,2,"밥, 생강, 파뿌리, 양파, 물, 소금",,"오이, 무, 깐밤, 소금, 노란 파프리카, 붉은 파프리카"
513,토마토미니새송이볶음,30.0,1,,,"미니새송이버섯, 다진마늘, 다진쪽파, 바질, 올리브유, 소금, 방울토마토"
514,닭가슴살 호박말이,30.0,1,,"후추, 허니머스타드, 소금, 마요네즈","노각, 닭가슴살, 호박"
515,고구마잎무침,10.0,1,,,"다진마늘, 다진파, 깨소금, 참기름, 소금, 고구마잎"
