recipe_id,recipe_name,cooking_time,difficulty,sub_ingredients,Seasonings,main_ingredients
939,치즈 두부 튀김,60.0,2,"빵가루, 모차렐라치즈, 식용유",,"고구마, 호두, 우유, 두부"
940,단호박 라타투이,60.0,2,마늘,소금,"가지, 주키니호박, 토마토, 단호박, 훈제오리, 다진, 다진, 다진, 올리브유, 후춧가루"
941,느타리버섯볶음,15.0,1,"당근, 양파, 다진마늘","간장, 소금조금, 참기름",느타리
942,오리들깨 겨자소스 초무침,30.0,1,"쪽파, 들깨가루","멸치액젓, 들기름","느타리버섯, 표고버섯, 비정제"
943,닭고기 바비큐,30.0,1,식빵,"허브솔트, 꿀, 바베큐소스 ~, 식초, 꿀, 소금, 후추조금","닭고기안심살, 베이비채소, 파프리카조금, 올리브유, 머스터드, 올리브오일, 오렌지쥬스"
944,닭고기 편육,60.0,2,"식용유, 건홍고추, 대파","간장, 설탕, 꿀, 참기름","닭가슴살, 요구르트, 후춧가루, 정종"
945,돼지고기 찹쌀부침,60.0,2,"다진마늘, 대파, 물, 홍고추, 통마늘","간장, 물엿, 된장","돼지고기, 젖은, 후춧가루, 무순, 레디쉬, 깻잎, 파인애플"
946,등심 배구이,60.0,2,식용유,"간장, 식초, 설탕, 와사비","쇠고기등심, 배, 오이, 잣가루, 포도주, 후춧가루, 사과주스"
947,쇠고기 감자찜,60.0,2,"육수, 녹말가루, 마늘, 청고추, 홍고추","간장, 설탕, 깨소금, 참기름","알감자, 쇠고기, 파, 후춧가루, 미나리잎"
948,비타 오이 물김치,60.0,2,"홍고추, 당근, 물","식초, 고춧가루, 설탕","오이, 무, 파프리카, 미나리, 배"
949,견과류문어떡갈비,60.0,2,"다진마늘, 밀가루, 식용유","참기름, 후추","돼지고기, 소고기, 떡, 문어, 배, 호두, 아몬드, 다진파, 찹쌀가루, 대추, 잣"
950,배물김치,60.0,2,"청고추, 홍고추, 마늘, 생강, 물",설탕,"배, 미나리, 감자"
951,성주참외동치미,60.0,2,"양파, 대파, 마늘, 홍고추, 생강, 물","식초, 설탕, 누룩소금","참외, 배"
952,애호박 순대,60.0,2,"당근, 감자전분, 달걀흰자, 적양파",식초,"두부, 생새우, 팽이버섯, 깻잎, 파프리카, 다진, 애호박, 저염"
953,소고기 김말이,60.0,2,"식용유, 깨, 물반죽용, 물양념장용","저염간장, 고춧가루, 후추","소고기치맛살, 김, 튀김가루, 다진, 다진"
954,땅콩 밀푀유 샌드,60.0,2,"무염버터, 물, 크림치즈","소금, 꿀, 소금","박력, 강력, 땅콩, 그릭요거트, 구운, 계피가루"
955,헝가리안 폭찹,60.0,2,"물, 실파, 양파즙, 마늘가루",,"돼지등심, 사워크림, 파프리카가루, 머스터드, 코리앤더"
956,쇠고기 채소볶음,20.0,1,"청양고추, 양파, 대파","진간장, 후추Pepper, 참기름Sesame","쇠고기, 맛술, 알룰로스, 다진, 노랑, 빨강"
957,골뱅이무침,30.0,1,"대파, 양파, 당근, 마늘","고춧가루, 고추장, 간장, 황설탕, 식초, 올리고당, 참기름","골뱅이, 오이, 파프리카, 매실액"
958,굴 두부 국,15.0,1,"실파, 홍고추, 물, 다시마조금, 멸치, 새우젓국물 ~, 마늘다지기",,"굴싱싱한, 무, 두부"
959,과일퓨레수제함박스테이크,60.0,1,"양파, 버터, 빵가루, 달걀, 다진마늘, 물","케첩, 머스터드소스, 소금, 후추, 돈가스소스, 케첩, 소금, 후추","다진, 다진, 양송이, 올리브유"
960,비트 단호박 파스타,60.0,2,"파르메산치즈가루, 마늘","스리라차소스, 설탕","삶은, 감자, 어린잎채소, 비트, 올리브유, 미니, 생크림"
961,해조비빔국수,30.0,1,"양파, 다진마늘, 참깨","식초, 간장, 스리라차소스","오이, 빨강파프리카, 노랑파프리카, 도토리묵, 해조국수, 스테비아, 매실청"
962,닭봉 로제스튜,60.0,2,"양파, 마늘, 당근, 파르메산치즈가루, 버터",소금,"감자, 빨강파프리카, 노랑파프리카, 브로콜리, 닭봉, 홀토마토캔, 생크림, 월계수잎, 후춧가루, 올리브유, 화이트와인, 강황, 코리앤더가루, 커민, 크러쉬드, 바질가루, 오레가노가루"
963,금태찜,60.0,2,"생강즙, 녹말가루, 콩나물, 홍고추, 당근, 대파, 다시마국물","소금, 청주, 간장, 식초","금태, 흰후춧가루, 미나리, 느타리버섯, 무, 맛술"
964,김자반,15.0,1,식용유,"참기름, 맛소금, 설탕, 깨소금생략가능",파래김
965,꽁치 양념구이,60.0,2,"밀가루, 녹말가루, 식용유, 마늘, 생강즙, 물","청주, 토마토케첩, 고추장, 물엿, 간장","꽁치, 후춧가루, 다진, 다진, 맛술"
966,꽃게강정,30.0,1,"달걀, 전분, 다진마늘, 통깨","고추장, 간장, 물엿, 참기름","꽃게, 튀김가루, 얼음 ~, 매실청"
967,낙지강회,60.0,2,"실파, 당근","고추장, 식초, 설탕, 고춧가루","낙지, 마른, 쌈, 사과주스"
968,낙지 잣소스 냉채,60.0,2,밀가루,소금,"낙지, 오이, 밤, 미나리, 배, 홍피망, 잣, 배즙, 흰후춧가루, 레몬즙"
969,두부 해산물 꼬치구이,60.0,2,마늘,소금,"두부, 소라, 패주, 방울토마토, 올리브유, 다진"
970,마 두부 오징어전,60.0,2,"녹말, 식용유, 홍고추","소금, 간장, 설탕, 식초","두부, 마, 건표고버섯, 오징어, 후춧가루, 맛술"
971,멸치 찹쌀양념 튀김,60.0,2,"중멸치, 식용유, 양파즙, 마늘즙, 생강즙, 식용유, 실파","고추장, 간장, 설탕, 물엿, 참기름","찹쌀가루, 땅콩, 맛술, 흑임자"
972,미역 물오징어 연두부 초회,60.0,2,"물오징어, 꽈리고추, 마늘다진것, 생강즙, 통깨","고추장, 간장, 물엿, 식초, 참기름","연두부, 불린미역, 레몬즙, 다진"
973,연어냉채,60.0,2,녹말가루,"소금, 설탕","훈제연어, 흰후춧가루, 오이, 래디쉬, 샐러리, 배, 파인애플통조림, 파인애플통조림, 올리브오일, 레몬즙, 사과"
974,칠리새우,30.0,1,"다진마늘, 버터, 식용유, 고추가루, 물","설탕, 간장, 식초","칵테일, 케찹"
975,단호박함박스테이크,60.0,1,"양파, 버터, 빵가루, 달걀, 다진마늘, 물","케첩, 머스터드소스, 소금, 후추, 돈가스소스, 케첩, 소금, 후추","다진, 다진, 양송이, 올리브유"
976,배깍두기,15.0,1,"실파, 생강가루, 마늘, 통깨","고춧가루, 액젓, 소금, 설탕","배, 매실청"
977,닭고기 찰깨빵,60.0,2,"양파, 찰깨빵, 모차렐라치즈","설탕, 소금","방울토마토, 파프리카, 할라피뇨, 훈제, 파슬리가루, 레몬즙, 후춧가루"
978,레몬연어 파피요트,60.0,2,"양파, 마늘",소금,"브로콜리, 애호박, 레몬, 노랑파프리카, 방울토마토, 연어, 로즈메리, 올리브유, 레몬즙, 올리브유, 후춧가루, 다진"
979,떡꼬치구이,30.0,1,식용유,"고추장, 올리고당, 설탕","떡볶이떡, 땅콩, 케쳡, 맛술, 후춧가루"
980,아보카도 두부 샐러드,15.0,1,쪽파,"깨소금, 진간장, 식초, 참기름","아보카도, 두부, 알룰로스"
981,과일 주스 조림,60.0,2,,설탕,"천도복숭아, 자두, 체리, 산딸기, 블루베리, 사과, 포도, 포도주스"
982,김치 고구마밥,60.0,2,"물, 마늘다진것, 다진마늘, 통깨, 실파","참기름, 소금, 간장, 국간장, 고춧가루, 참기름","고구마, 쌀, 김치, 사과"
983,돈불고기 파인애플볶음,60.0,2,"양파, 당근, 대파, 부추, 마늘, 식용유","설탕, 참기름, 간장","돼지고기, 파인애플, 양배추"
984,비름나물 된장무침,10.0,1,"비름나물, 다진마늘, 깨","된장, 참기름",매실청
985,소고기 들깨 알토란탕,60.0,2,"대파, 콩나물, 들깨가루, 물","고춧가루, 소금, 간장","소고기, 무, 알, 느타리버섯, 고사리, 깻잎순"
986,곤약백김치말이,60.0,2,부추,"청주, 통후추","오징어, 곤약, 백김치, 파프리카, 월계수잎"
987,꽈리고추 닭강정,60.0,2,"꽈리고추, 양파, 건고추, 마늘, 대파, 식용유, 참깨, 전분, 달걀흰자, 다진마늘, 생강가루","굴소스, 올리고당","닭다리살, 백후춧가루, 후춧가루"
988,참치두부 주먹밥,30.0,1,"당근, 양파, 달걀",마요네즈,"햄, 애호박, 참치, 김가루"
989,열무톳김치,60.0,2,"마늘, 생강, 통깨","어간장, 고춧가루","열무, 톳"
990,콩가루 쑥 다쿠아즈,60.0,2,달걀흰자,"설탕, 설탕","아몬드가루, 박력, 슈가파우더, 생크림, 쑥가루"
991,대구 크림스튜,60.0,2,"다진양파, 땅콩버터","소금, 후추","다진, 다진, 다진, 대구살, 토마토, 생크림, 파프리카가루, 새우, 올리브오일"
992,대추죽,60.0,2,물,소금,"좁쌀, 대추, 깐밤, 찹쌀가루"
993,멜론스프,60.0,2,전분,설탕,"멜론, 오렌지, 레몬, 탄산수, 레몬껍질, 멜론, 자두, 생크림, 민트"
994,미니버거,60.0,1,"슬라이스치즈, 양파, 빵가루, 다진마늘","마요네즈, 케첩, 굴소스, 소금, 후추","모닝빵, 다진쇠고기, 다진돼지고기"
995,바질 고구마 옥수수빵(플렌타),60.0,2,파마산치즈,,"시금치, 바질, 고구마, 옥수수가루, 모짜렐라"
996,밥스틱,60.0,2,"당근, 양파, 치즈, 튀김기름",소금,"홍피망, 청피망, 햄, 밥, 카레가루, 춘권피, 후춧가루"
997,버섯 리조또,30.0,1,양파,"소금, 후추, 간장","찬밥, 새송이버섯, 파프리카, 두유"
998,시금치 배 미음,60.0,2,물,꿀,"불린쌀, 배, 시금치"
999,어린이 스시,60.0,2,"슬라이스치즈, 양파","마요네즈, 식초, 설탕, 소금","밥, 삶은, 슬라이스햄, 샐러리, 캔참치, 칵테일새우, 날치알"
1000,에멘탈 치즈 퐁듀,60.0,2,"마늘, 닭육수, 물전분","소금, 후추","에멘탈, 넛맥, 바게트빵, 방울토마토, 키위"
1001,고구마 김치,15.0,1,"다진마늘, 고추가루",액젓,"고구마, 매실즙"
1002,단감피클,30.0,1,물,"사과식초, 설탕, 통후추","단감, 굵은"
1003,들깨 삼계면,60.0,2,홍고추,"사과식초, 소금","삼계탕용, 우유, 삼계탕티백, 메밀면, 깻잎, 바질, 삼계탕, 사과, 들깻가루"
1004,살레마이슈,60.0,2,"양파, 달걀",후추,"바나나, 양송이버섯, 감자, 검은콩두유, 다진, 아몬드가루, 베이킹파우더, 강황가루, 방울토마토, 바질"
1005,완두콩 스프,60.0,1,"양파, 버터, 물","소금적당히, 후추적당히","완두콩, 감자, 완두콩"
1006,펜네 파스타 샐러드,60.0,2,"양파, 파마산치즈",소금,"펜네, 청피망, 홍피망, 완두콩, 블랙올리브, 아스파라거스, 토마토, 잣, 올리브오일, 바질"
1007,해산물 옥수수 오븐구이,60.0,2,"달걀, 실파, 홍고추, 마늘다진것",소금,"새우, 바지락, 도미살, 슬라이스, 토마토, 애호박, 캔, 슬라이스, 바질, 올리브오일, 후춧가루"
1008,흑임자 두부국,60.0,2,물,소금,"불린, 으깬, 검은"
1009,과일 요구르트 샐러드,60.0,2,,,"멜론, 사과, 바나나, 오렌지, 플레인, 레몬주스, 오렌지주스"
1010,단호박 스프,60.0,1,양파,,"단호박, 우유"
1011,새우 완자탕,60.0,2,"달걀, 치킨육수, 전분, 물녹말",소금,"새우, 청경채, 후춧가루, 요리술"
1012,알파벳 스프,60.0,2,"양파, 당근, 마늘다진것, 식용유, 닭육수","후추, 소금","샐러리, 월계수잎, 알파벳파스타"
1013,야채 과일 돌구이,60.0,2,,소금,"단호박, 고구마, 오렌지"
1014,야채볶음,30.0,1,"양파, 당근, 식용유, 다진마늘","고추장, 굴소스, 올리고당","비엔나소세지, 파프리카, 케찹"
1015,영양 달걀찜,60.0,2,"달걀, 멸치",소금,"죽순, 밤, 찐, 건표고버섯, 은행, 새우, 잣, 쑥갓"
1016,유부 달걀찜,60.0,2,"달걀, 당근, 멸치육수","간장, 설탕, 소금",유부
1017,찰 어묵찜,60.0,2,"전분, 다진마늘","참기름, 깨소금, 청주, 소금, 후추","찰, 새우살"
1018,유부 우엉 잡채,60.0,2,"양파, 당근, 참깨","올리고당, 간장, 설탕, 참기름","우엉, 유부, 올리브유"
1019,치즈두부샐러드,60.0,2,까망베르치즈,식초,"두부, 새싹채소, 아몬드슬라이스, 유자청, 레몬즙, 올리브유, 저염"
1020,참나물 소보로덮밥,60.0,2,"건취나물, 달걀, 참나물, 식용유","간장, 참기름, 소금","건표고버섯, 불린, 불린, 다진"
1021,버섯초계탕,60.0,2,"양파, 대파, 마늘, 달걀, 전분","간장, 소금","닭, 미나리, 새송이버섯, 팽이버섯, 양송이버섯, 후춧가루"
1022,사과채소타코,30.0,2,"양파, 다진마늘","스리라차소스, 살사소스, 마요네즈","양상추, 사과, 토르티야, 슈레드, 파프리카, 토마토, 할라피뇨, 스테비아, 아보카도, 라임즙, 무가당, 파슬리가루, 라임즙, 후춧가루"
1023,코코넛 수플레 치즈케이크,60.0,2,"크림치즈, 무염버터, 달걀노른자, 달걀흰자",,"코코넛우유, 박력, 옥수수, 레몬즙, 알룰로스"
1024,세 가지 맛 공기과자,60.0,2,"달걀흰자, 달걀노른자",설탕,"검은콩, 단호박, 비트, 박력, 허브가루"
1025,케첩 완자,60.0,2,전분,"케첩, 소금","다진, 청경채, 다진, 다진"
1026,홍시 생밤 무침,60.0,2,,,"홍시, 바나나, 생밤, 대추, 호두"
1027,고구마 경단,30.0,1,,"소금, 설탕","찹쌀가루, 고구마   ~, 카스테라가루"
1028,두부 깻잎 과자,60.0,2,"밀가루박력분, 달걀, 검은깨","설탕, 소금","두부, 깻잎, 베이킹파우더"
1029,두부양갱,60.0,2,물,설탕,"치자, 백련초가루, 두부, 한천"
1030,멸치 누룽지과자,60.0,2,"잔멸치, 통깨",설탕,밥
1031,사과 포도주스 조림,60.0,2,,,"사과, 포도주스, 계피가루, 아이스크림"
1032,홍시 쉐이크,60.0,2,물,꿀,"냉동, 오미자, 레몬즙, 민트"
1033,김치떡,60.0,2,"메밀가루, 밀가루, 물, 마늘","소금, 설탕, 깨소금, 참기름","찹쌀가루, 김치, 오징어, 파"
1034,누룽지 피자,30.0,1,피자치즈,,"오뚜기, 오뚜기  %, 고구마  -, 빨간, 노란"
1035,단호박 새우찜,60.0,2,"실파, 밀가루, 다진마늘","깨소금, 참기름, 소금","단호박, 다진, 두부, 건표고버섯, 다진, 다진, 흰후춧가루"
1036,두부 샌드위치,60.0,1,"양파, 빵가루, 달걀, 보라색양파","소금, 후추, 발사믹식초, 설탕, 마요네즈","두부, 시금치, 상하고다, 토마토, 치커리"
1037,라이스페이퍼 새우롤,60.0,2,"양파, 마늘, 홍고추, 청고추, 물전분, 물, 고추기름","식초, 설탕","새우, 홍피망, 팽이버섯, 숙주, 무순, 상추, 차이브, 쌀국수, 라이스페이퍼"
1038,롤피자,60.0,2,"밀가루중력분, 따뜻한물, 양파, 파마산치즈","소금, 토마토소스","이스트, 올리브오일, 청피망, 홍피망, 베이컨, 양송이, 모짜렐라, 바질, 오레가노"
1039,닭곰탕,60.0,1,"양파, 대파, 통마늘, 다진마늘","후추, 청주or소주, 소금","닭, 월계수잎생략가능"
1040,미나리버섯고기말이&산채소스,60.0,2,"참나물, 취나물, 파마산치즈, 마늘",후추,"돼지고기등심, 새송이버섯, 미나리, 찹쌀가루, 올리브오일, 땅콩"
1041,채소롤초밥,15.0,1,"다시마가루, 참깨","소금, 매실식초, 참기름","가지, 오이, 밥"
1042,초코바나나 두부크림빵,60.0,2,"물, 달걀, 무염버터, 달걀물, 무염버터","소금, 설탕","박력, 강력, 무가당, 드라이, 바닐라"
1043,미니 떡갈비,60.0,2,"양파, 다진마늘, 통깨조금","간장, 물엿, 참기름, 후추조금","소고기, 돼지고기, 떡볶이떡, 찹쌀가루, 술, 파"
1044,배추 달걀볶음,60.0,2,"달걀, 닭육수, 물전분, 식용유","간장, 소금","배추, 돼지고기, 파, 다진, 목이버섯"
1045,생선살 완자 찹쌀 찜,60.0,2,"당근, 달걀흰자, 생강즙, 전분","소금, 소금","찹쌀, 치자, 시금치, 흰살생선, 흰후춧가루"
1046,서양식 씨리얼(뮤즐리),60.0,2,,꿀,"오트밀, 플레인, 아몬드, 사과, 건포도, 우유, 계피가루, 바나나, 키위"
1047,아보카도 달걀 샌드위치,15.0,1,"달걀, 식빵, 양파",마요네즈,아보카도
1048,인도식만두구이(사모사),60.0,2,"버터, 생선육수, 달걀물",,"다진, 다진, 다진, 다진, 다진, 레몬주수, 카레가루, 토마토페이스트, 춘권피, 올리브오일"
1049,"제주도 빙떡, 귤간장소스",60.0,2,"메밀가루, 다시마, 다진마늘, 통깨","후추, 참기름","무, 파, 저염, 귤"
1050,감귤콩샐러드,60.0,2,,,"감귤, 완두콩, 수수, 율무, 병아리콩, 유자청, 치커리, 올리브오일"
1051,두유 크림 현미리소토,60.0,2,"양파, 마늘, 청양고추, 달걀노른자, 다시마, 물",간장,"손질된, 양송이버섯, 깻잎, 불린, 검은콩, 레몬즙"
1052,당근새우 카나페,30.0,2,"양파, 당근, 당근, 양파",식초,"칵테일새우, 사과, 바게트, 다진파슬리, 블루베리, 애플민트, 레몬, 후춧가루, 레몬즙, 올리브유"
1053,참깨 오렌지 쇠고기,60.0,2,"전분, 참깨, 식용유, 생강","간장, 굴소스, 꿀","쇠고기사태, 오렌지주스, 오렌지, 파인애플"
1054,치킨 버거 스테이크,60.0,2,"빵가루, 버터, 빵가루","소금, 후추","닭가슴살, 차이브, 바질, 파슬리, 다진, 양송이, 생크림"
1055,토마토소스 달걀볶음,60.0,2,"달걀, 식용유","토마토소스, 설탕, 소금, 참기름",파
1056,다시마전,15.0,1,"다시마, 밀가루, 물, 식용유조금",,부침가루
1057,모듬옥수수,60.0,2,"당근, 식용유, 물전분",소금,"옥수수, 잣, 청피망, 닭고기"
1058,버섯 들깨탕,30.0,1,"멸치다시마육수, 양파, 대파, 다진마늘","국간장, 소금소량","표고버섯, 새송이버섯, 느타리버섯, 고운, 찹쌀가루"
1059,산호두부,60.0,2,"고추기름, 생강, 물전분",소금,"두부, 다진, 다진, 완두콩, 파"
1060,섭산삼,60.0,1,,"소금, 꿀","더덕, 찹쌀가루, 튀김용"
1061,시금치 돼지고기 볶음,60.0,2,"물전분, 부추, 생강, 식용유","소금, 간장","돼지고기, 시금치, 파"
1062,종이에 싸서 구운 도미(파필로테),60.0,2,"당근, 대파, 양파, 버터, 버터, 파마산치즈, 마늘, 양파","소금, 후추, 통후추","도미, 샐러리, 피망, 브로콜리, 레몬제스트, 팽이버섯, 오레가노"
1063,누룽지상추샐러드&유자드레싱,60.0,2,식용유,"식초, 후추","누룽지, 로메인상추, 파프리카, 유자청, 올리브유, 레몬즙"
1064,견과류 미숫가루 빵,60.0,2,"밀가루강력분, 밀가루박력분, 달걀, 버터",소금,"미숫가루, 이스트, 아몬드, 해바라기씨, 호박씨, 건포도, 우유"
1065,돼지 함초 덮밥,60.0,2,"양파, 쪽파, 멸치 ~, 다시마, 꽈리고추, 고추냉이, 마늘, 생강, 건고추, 식용유",참기름,"레몬, 무순, 건, 밥, 돼지고기, 수란, 김가루, 팔각, 후춧가루"
1066,콩감태유자 스콘,60.0,2,,,"삶은, 두유, 코코넛오일, 유자필, 쌀가루, 아몬드가루, 감태가루, 유자앙금, 삶은"
1067,호두 사과 샐러드,60.0,2,,"마요네즈, 식초, 소금","사과, 샐러리, 레몬주스, 호두, 건포도"
1068,과일 파이,30.0,1,"달걀, 타피오카전분, 옥수수전분, 밀가루",,"적赤용과, 샤인머스켓, 무화과, 바나나, 귤, 사과, 찹쌀가루"
1069,수삼당근정과,60.0,2,"당근, 물",꿀,"수삼, 계피가루, 빵또는"
1070,식혜 팥빙수,60.0,2,물,소금,"팥, 찹쌀가루, 쑥가루, 식혜"
1071,야채칩,20.0,1,당근,,"감자, 고구마, 연근, 연두우리콩"
1072,잡곡강정,60.0,2,물,"물엿, 설탕","검은콩튀밥, 쌀튀밥, 메밀튀밥"
1073,잣 호두 강정,60.0,2,통깨,"물엿, 설탕","잣, 호두, 대추"
1074,현미 크레이프,60.0,2,"밀가루, 당근, 물","참기름, 소금, 설탕, 설탕","현미, 우유, 팥"
1075,감자 주먹밥,60.0,2,"잔멸치, 검은깨","참기름, 소금","감자, 밥, 다진, 시금치, 삶은, 흰, 흰"
1076,고기완두조림,60.0,2,"물, 육수, 전분, 식용유","설탕, 소금","돼지고기살코기, 완두콩"
1077,돼지갈비 볶음,60.0,1,"양파, 당근, 대파, 청양고추취향껏, 물","설탕, 간장","돼지갈비, 감자, 다진, 후춧가루, 굵은, 고운"
1078,미니 그라탕,60.0,2,밀가루,"설탕, 물엿, 소금","사과, 참, 레몬주스, 건포도, 슬라이스아몬드, 참, 두유, 올리브오일"
1079,밀라노 스타일 포크 커틀렛,60.0,2,"밀가루, 달걀, 빵가루, 버터, 식용유, 파마산치즈","소금, 후추","돼지등심, 바질, 건, 레몬"
1080,바지락 볶음면,30.0,1,"통마늘 ~, 월남고추, 청양고추, 당근, 대파, 식용유","굴소스, 고춧가루, 올리고당, 참기름","라면사리, 바지락, 맛술"
1081,삼색 꽃 화전,60.0,2,"식용유, 물","설탕, 꿀","찹쌀가루, 시금치, 치자, 식용꽃, 타임"
1082,알록달록연근튀김,30.0,1,"전분가루 ~, 식용유",소금,"연근, 노랑, 빨강, 브로콜리"
1083,잎채소튀김,60.0,2,"계란, 콩기름, 식용유",,"깻잎, 상추, 배추, 튀김가루, 얼음"
1084,생선 파피요트,60.0,2,양파,소금,"파프리카, 레몬, 방울토마토, 손질된, 대하, 바지락, 월계수잎, 타임 ~, 후춧가루, 화이트와인, 올리브유"
1085,시금치 후무스,30.0,2,대파,,"시금치, 불린, 우유, 올리브유, 천일염, 라임즙, 백후춧가루, 넛맥가루"
1086,클로－바,60.0,2,땅콩버터,,"귀리, 아몬드슬라이스, 피칸, 클로렐라가루, 알룰로스, 코코넛우유, 아몬드우유, 대추채, 카카오닙스, 건크랜베리, 카카오매스, 다크초콜릿"
1087,문어핫바,60.0,2,"당근, 양파, 우리밀가루","토마토케첩, 허니머스터드소스","문어, 톳, 감자, 다진, 후춧가루, 현미유"
1088,자색고구마호떡,60.0,2,"물, 검정깨","소금, 황설탕","찹쌀, 자색고구마, 현미유, 땅콩, 호두, 찹쌀가루, 계피가루"
1089,누룽지굴죽,60.0,2,"건다시마, 물, 부추","간장, 참기름","굴, 누룽지, 파래김"
1090,오징어오곡밥순대,60.0,2,청양고추,"간장, 후추, 참기름, 간장, 참기름, 설탕, 된장","오징어, 오곡밥, 데친, 다진, 데쳐서, 다진"
1091,코다리 양념구이,30.0,2,"녹말가루또는, 식용유, 고추가루, 식용유","소금조금, 후추조금, 청주조금, 참기름조금, 고추장, 간장, 청주, 설탕, 올리고당, 참기름, 후추","코다리, 다진"
1092,대구버섯구이,60.0,2,마늘,"소금, 백후추, 마요네즈, 와사비, 후추","대구살, 찹쌀가루, 새송이버섯, 올리브유, 베이비채소, 레몬즙"
1093,잔멸치땅콩볶음,60.0,2,"잔멸치, 건홍고추, 콩기름, 통깨","참기름, 굴소스, 두반장, 물엿","땅콩, 맛술, 올리브유, 다진"
1094,밥 샌드위치,30.0,1,식용유,"마요네즈, 고추장, 소금, 후추","밥, 빵, 김치, 애호박, 새송이버섯, 피망"
1095,쇠고기말이 쌈밥,60.0,2,"당근, 양파, 전분, 식용유","깨소금, 참기름, 소금, 간장, 청주, 참기름","소고기, 오이피클, 깻잎, 밥, 후춧가루"
1096,스테이크 샐러드,90.0,1,다진마늘,"소금조금, 양조간장, 올리고당, 참기름, 사과식초","한우, 샐러드야채들, 올리브오일, 후춧가루조금, 올리브유, 후춧가루톡톡"
1097,참치 쇠고기 양상추 쌈,60.0,2,"실파, 달걀흰자, 전분","참기름, 후추, 간장, 설탕, 마요네즈, 소금, 설탕","소고기, 밥, 상추, 캔참치, 다진, 다진, 후춧가루"
1098,치킨 쇠고기 땅콩소스 꼬치,60.0,2,땅콩버터,"간장, 참기름, 설탕","닭가슴살, 쇠고기, 카레가루, 올리브오일, 다진"
1099,클럽 샌드위치,30.0,1,"식빵, 계란, 양파","마요네즈, 머스타드","햄, 토마토, 양상추, 다진피클"
1100,토마토 야채 오븐구이,60.0,2,"당근, 양파, 파마산치즈, 빵가루","후추, 소금","감자, 고구마, 올리브오일, 홍피망, 토마토, 돼지호박, 바질"
1101,해초탕수,60.0,2,"양파, 물, 감자전분, 계란, 콩기름",,"불린, 파래, 김, 유자청, 다진, 다진"
1102,호두떡볶이,60.0,2,검정깨,"올리고당, 간장","호두, 올리브유, 떡볶이"
1103,멍게비빔밥,30.0,1,,"진간장, 참기름, 깨소금","멍게, 오이, 상추, 김"
1104,키조개샤브샤브,60.0,2,"당근, 참나물, 다시마, 물, 다시마, 대파","간장, 사과식초, 올리고당","키조개관자, 애호박, 표고버섯, 느타리버섯, 팽이버섯"
1105,가자미쑥국,60.0,1,"멸치육수, 홍고추, 대파","된장듬뿍, 국간장, 소금","참가자미, 쑥, 콩가루, 후춧가루"
1106,오리고기곰피쌈,60.0,2,물,"고추장, 설탕, 식초","오리고기, 곰피, 무순, 올리브유, 오미자액기스"
1107,민들레무침,30.0,1,"다진마늘, 통깨","고춧가루, 멸치액젓, 참기름","민들레, 다진파, 매실청"
1108,취나물들깨무침,30.0,1,"취나물두손가득, 들깨가루, 다진마늘","국간장, 들기름",
1109,풋마늘오징어김치,60.0,2,"풋마늘, 물, 밀가루, 물, 통깨, 생강즙","소금, 고춧가루, 멸치액젓, 설탕","건오징어, 새우젓"
1110,절편꽃말이떡,60.0,2,물,"설탕, 소금","절편, 거피, 다진, 진달래꽃"
1111,가지볶음,15.0,1,"고추, 양파, 대파, 통깨, 다진마늘, 고추가루","참기름, 간장, 굴소스, 설탕",가지
1112,고등어 강정,15.0,1,"녹말가루, 다진마늘, 다진청양고추, 다진홍청양고추, 다진양파, 식용유적당히","참기름, 간장, 올리고당, 굴소스, 꿀",손질된
1113,꽃게볶음,60.0,2,"전분, 실파, 건고추, 물","청주, 참기름, 소금, 간장, 청주, 설탕","꽃게, 다진, 다진, 후춧가루"
1114,다시마칩,60.0,2,"다시마, 참깨",꿀,오트밀
1115,브로콜리 쇠고기 볶음,15.0,1,"식용유, 다진마늘","소금, 마요네즈, 굴소스, 후추","자숙새우, 브로콜리, 맛술"
1116,시저 샐러드,20.0,1,다진마늘,"마요네즈, 올리고당","로메인또는, 삶은, 슬라이스, 베이컨또는, 머스터드, 레몬즙또는, 파마산, 후춧가루, 플레인"
1117,팽이버섯 야채볶음,60.0,2,"식용유, 물전분","참기름, 소금","팽이버섯, 청경채"
1118,딸기연두부쉐이크,60.0,2,,올리고당,"딸기, 연두부, 바나나"
1119,구운 주먹밥,15.0,1,,"참기름, 진간장, 설탕, 올리고당","밥, 참치, 후리가케, 맛술"
1120,효종갱(曉鍾羹),60.0,2,"양파, 마늘, 물",저염간장,"배추, 무, 느타리버섯, 쇠고기양지, 표고버섯, 전복"
1121,갯벌의 여왕 모시조개의 달콤한 유혹,60.0,2,"양파, 마늘, 청양고추",후추,"바지락, 마른, 올리브유, 화이트와인, 저염, 바질"
1122,고구마 타락죽,30.0,1,물,소금,"고구마, 우유, 찹쌀가루적당히, 잣"
1123,두부 채소 볶음밥,60.0,2,"당근, 청고추, 홍고추, 통깨, 다시마물","소금, 간장, 참기름","밥, 두부, 건, 감자, 청피망, 홍피망, 오이, 애호박"
1124,과일 샐러드 또띠아,60.0,2,,꿀,"자몽, 오렌지, 키위, 사과, 플레인, 또띠아"
1125,수박 화채,5.0,1,,,"수박, 각얼음, 우유, 사이다"
1126,우유 생강차,60.0,2,생강,"꿀, 깨소금","우유, 계피가루"
