ingredient_id,ingredient_name,category,storage_type,expiry_date
1476,흑마늘진액,채소류,냉장,0
1477,흑미,조미료,실온,0
1478,흑설탕,조미료,실온,0
1479,흑임자,조미료,실온,0
1480,흑임자생략가능,조미료,실온,0
1481,흑초,조미료,실온,0
1483,흰떡,떡류,실온,0
1484,흰살생선,수산물,실온,0
1485,흰색,조미료,실온,0
1486,흰설탕,조미료,실온,0
1487,흰콩,조미료,실온,0
1488,흰후추,조미료,실온,0
1489,흰후춧가루,가루류,실온,0
